datetime,open,high,low,close,volume
2015-07-13 00:00:00,0.74131,0.74682,0.7383,0.74065,116836
2015-07-14 00:00:00,0.74065,0.74786,0.73875,0.74503,112671
2015-07-15 00:00:00,0.74506,0.74887,0.7354,0.73783,124253
2015-07-16 00:00:00,0.73786,0.74371,0.73497,0.74033,110947
2015-07-17 00:00:00,0.74033,0.74187,0.73675,0.73692,101007
2015-07-20 00:00:00,0.73771,0.73975,0.73275,0.73693,108568
2015-07-21 00:00:00,0.73692,0.74493,0.73411,0.74189,128767
2015-07-22 00:00:00,0.74183,0.74389,0.73608,0.73717,127805
2015-07-23 00:00:00,0.73745,0.74173,0.73519,0.73525,119483
2015-07-24 00:00:00,0.73519,0.73619,0.72597,0.7275,112896
2015-07-27 00:00:00,0.72694,0.73247,0.72655,0.7269,109389
2015-07-28 00:00:00,0.72683,0.73444,0.72569,0.73358,111422
2015-07-29 00:00:00,0.73359,0.73508,0.72823,0.72945,119631
2015-07-30 00:00:00,0.72945,0.73225,0.72551,0.72911,112173
2015-07-31 00:00:00,0.72914,0.73657,0.72345,0.72993,136530
2015-08-03 00:00:00,0.73182,0.73182,0.72599,0.72845,110183
2015-08-04 00:00:00,0.72849,0.74284,0.72631,0.73783,139921
2015-08-05 00:00:00,0.73795,0.73952,0.73343,0.73553,121962
2015-08-06 00:00:00,0.73553,0.73919,0.7315,0.7344,117051
2015-08-07 00:00:00,0.73436,0.74198,0.73337,0.74177,122540
2015-08-10 00:00:00,0.74118,0.74221,0.73535,0.74124,96135
2015-08-11 00:00:00,0.74127,0.74394,0.72834,0.73018,146409
2015-08-12 00:00:00,0.73018,0.73873,0.72156,0.73773,148002
2015-08-13 00:00:00,0.73773,0.74091,0.7323,0.73567,119086
2015-08-14 00:00:00,0.73562,0.73976,0.73543,0.73725,115467
2015-08-17 00:00:00,0.73734,0.7389,0.73438,0.7371,94388
2015-08-18 00:00:00,0.73708,0.73859,0.732,0.73404,117045
2015-08-19 00:00:00,0.73404,0.73754,0.73121,0.73456,144441
2015-08-20 00:00:00,0.73461,0.73729,0.72847,0.73365,125519
2015-08-21 00:00:00,0.73365,0.736,0.72868,0.73067,142738
2015-08-24 00:00:00,0.72966,0.73114,0.70419,0.71562,200751
2015-08-25 00:00:00,0.71558,0.725,0.71232,0.7129,152662
2015-08-26 00:00:00,0.71281,0.71571,0.70697,0.71214,160791
2015-08-27 00:00:00,0.71212,0.7181,0.70989,0.71652,133996
2015-08-28 00:00:00,0.71648,0.72057,0.71207,0.71694,127243
